RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Goal,SubIn,SubOut,RedCard,YellowCard,PenaltyScored,PenaltyMissed,OwnGoal
1014,8766,NED,HIDDINK Guus (NED),N,19,v. BRONCKHORST,,,,,,,,,
1014,8766,MEX,LAPUENTE Manuel (MEX),N,17,PALENCIA,,,,,,,,,
1014,8766,MEX,LAPUENTE Manuel (MEX),N,20,Jaime ORDIALES,,,,,,,,,
1014,8766,NED,HIDDINK Guus (NED),N,22,Ruud HESP,,,,,,,,,
1014,8766,MEX,LAPUENTE Manuel (MEX),N,22,Oscar PEREZ,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),S,1,K�PKE,GK,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,1,A. R. ABEDZADEH,GKC,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),S,2,W�RNS,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,2,M. MAHDAVIKIA,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),S,3,Joerg HEINRICH,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,4,M. KHAKPOUR,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),S,4,Juergen KOHLER,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,6,K. BAGHERI,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),S,5,Thomas HELMER,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,9,H. R. ESTILI,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),S,8,MATTH�US,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,11,K. AZIZI,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,14,N. MOHAMMAD KHANI,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,20,M. PASHAZADEH,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),S,21,M. MINAVAND,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),N,12,Oliver KAHN,GK,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,12,NAKISA,GK,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),N,22,Jens LEHMANN,GK,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,22,P. BROUMAND,GK,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),N,7,M�LLER,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,3,N. SAADAVI,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,5,M. A. PEYRAVANI,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),N,11,Olaf MARSCHALL,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,7,A. R. MANSOURIAN,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),N,13,Jens JEREMIES,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),N,14,Markus BABBEL,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,13,A. LATIFI,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),N,15,Steffen FREUND,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,15,A.A. OSTAD ASADI,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,16,R. SHAHROUDI,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,18,S. HAMEDANI,,,,,,,,,
1014,8767,GER,VOGTS Berti (GER),N,19,Stefan REUTER,,,,,,,,,
1014,8767,IRN,TALEBI Jalal (IRN),N,19,B. SERAJ,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),S,1,Brad FRIEDEL,GK,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),S,1,Ivica KRALJ,GK,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),S,3,Goran DJOROVIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),S,4,Mike BURNS,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),S,4,Slavisa JOKANOVIC,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),S,7,Vladimir JUGOVIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),S,6,David REGIS,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),S,8,Earnie STEWART,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),S,11,Sinisa MIHAJLOVIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),S,13,Cobi JONES,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),S,19,Brian MAISONNEUVE,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),S,16,Zeljko PETROVIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),S,20,Brian McBRIDE,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),S,17,Savo MILOSEVIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),N,3,Eddie POPE,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),N,2,Zoran MIRKOVIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),N,7,Roy WEGERLE,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),N,5,Miroslav DJUKIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),N,10,Tab RAMOS,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),N,12,Jeff AGOOS,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),N,12,Dragoje LEKOVIC,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),N,14,Nisa SAVELJIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),N,15,Chad DEERING,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),N,15,Ljubinko DRULOVIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),N,16,Juergen SOMMER,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),N,18,Dejan GOVEDARICA,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),N,19,Miroslav STEVIC,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),N,18,Kasey KELLER,,,,,,,,,
1014,8768,USA,SAMPSON Steve (USA),N,22,Alexi LALAS,,,,,,,,,
1014,8768,YUG,SANTRAC Slobodan (SRB),N,22,Darko KOVACEVIC,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),S,20,Yoshikatsu KAWAGUCHI,GK,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),S,13,Aaron LAWRENCE,GK,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),S,2,Akira NARAHASHI,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),S,3,Naoki SOMA,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),S,4,Masami IHARA,C,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),S,5,Ian GOODISON,C,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),S,8,Hidetoshi NAKATA,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),S,15,Ricardo GARDNER,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),S,17,Onandi LOWE,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),S,17,Yutaka AKITA,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),S,19,Frank SINCLAIR,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),N,1,Nobuyuki KOJIMA,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),N,1,Warren BARRETT,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),N,7,Teruyoshi ITO,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),N,4,Linval DIXON,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),N,7,Peter CARGILL,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),N,9,Andrew WILLIAMS,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),N,13,Toshihiro HATTORI,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),N,14,Masayuki OKANO,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),N,12,Dean SEWELL,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),N,15,Hiroaki MORISHIMA,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),N,14,Donovan RICKETTS,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),N,16,Toshihide SAITO,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),N,19,Eisuke NAKANISHI,,,,,,,,,
1014,8771,JPN,OKADA Takeshi (JPN),N,21,Seigo NARAZAKI,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),N,20,Darryl POWELL,,,,,,,,,
1014,8771,JAM,SIMOES Rene (BRA),N,21,Durrent BROWN,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),S,1,Carlos ROA,GK,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),S,1,Drazen LADIC,GK,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),S,7,Aljosa ASANOVIC,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),S,5,Matias ALMEYDA,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),S,9,Gabriel BATISTUTA,C,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),S,9,Davor SUKER,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),S,11,VER�N,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),S,13,Pablo PAZ,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),S,13,Mario STANIC,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),S,20,Dario SIMIC,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),N,3,Jose CHAMOT,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,2,Petar KRPAN,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),N,6,Roberto SENSINI,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,3,Anthony SERIC,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,5,Goran JURIC,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),N,12,German BURGOS,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,12,Marjan MRMIC,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),N,15,Leonardo ASTRADA,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,15,Igor TUDOR,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,16,Ardian KOZNIKU,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),N,17,Pablo CAVALLERO,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,18,Zoran MAMIC,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),N,18,Abel BALBO,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),N,19,CRESPO,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,21,Krunoslav JURCIC,,,,,,,,,
1014,8772,ARG,PASSARELLA Daniel (ARG),N,21,Marcelo DELGADO,,,,,,,,,
1014,8772,CRO,BLAZEVIC Miroslav (BIH),N,22,Vladimir VASILJ,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),S,12,Bogdan STELEA,GK,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),S,1,Choukri EL OUAER,GK,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),S,2,Dan PETRESCU,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),S,3,S. TRABELSI,C,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),S,4,Mounir BOUKADIDA,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),S,4,Anton DOBOS,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),S,6,Ferid CHOUCHANE,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),S,5,Constantin GALCA,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),S,8,Dorinel MUNTEANU,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),S,11,Adel EL SELLIMI,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),S,10,Gheorghe HAGI,C,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),S,13,Riadh BOUAZIZI,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),S,13,Liviu CIOBOTARIU,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),S,14,Sirajeddine CHIHI,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),S,15,Lucian MARINESCU,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),N,1,Dumitru STANGACIU,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),N,5,H. TRABELSI,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),N,14,Radu NICULESCU,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),N,12,Mourad EL MELKI,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),N,16,POPESCU G.,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),N,16,Radhouane SALHI,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),N,18,Iulian FILIPESCU,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),N,17,CLAYTON,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),N,19,Ovidiu STANGA,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),N,19,Faycal BEN AHMED,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),N,20,Tibor SELYMES,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),N,20,Sabri JABALLAH,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),N,21,Gheorghe CRAIOVEANU,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),N,21,Khaled BADRA,,,,,,,,,
1014,8769,ROU,IORDANESCU Anghel (ROU),N,22,Florin PRUNEA,,,,,,,,,
1014,8769,TUN,SELMI Ali (TUN),N,22,Ali BOUMNIJEL,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),S,22,MONDRAGON,GK,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),S,1,David SEAMAN,GK,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),S,3,PALACIOS,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),S,2,Sol CAMPBELL,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),S,3,Graeme LE SAUX,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),S,5,Tony ADAMS,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),S,8,LOZANO,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),S,10,VALDERRAMA,C,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),S,13,CABRERA,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),S,12,Gary NEVILLE,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),S,16,MORENO,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),S,19,RINCON,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),S,20,Michael OWEN,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),N,1,CORDOBA,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),N,6,Gareth SOUTHGATE,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),N,2,CORDOBA,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),N,4,SANTA,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),N,10,Teddy SHERINGHAM,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),N,11,ASPRILLA,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),N,13,Nigel MARTYN,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),N,12,CALERO,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),N,15,Paul MERSON,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),N,14,BOLA�O,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),N,18,Martin KEOWN,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),N,17,ESTRADA,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),N,19,L. FERDINAND,,,,,,,,,
1014,8770,COL,GOMEZ Hernan (COL),N,18,PEREZ,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),N,21,R. FERDINAND,,,,,,,,,
1014,8770,ENG,HODDLE Glenn (ENG),N,22,Tim FLOWERS,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),S,12,Gianluca PAGLIUCA,GK,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),S,1,GROD�S,GKC,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),S,2,Giuseppe BERGOMI,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),S,3,Ronny JOHNSEN,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),S,4,Henning BERG,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),S,4,Fabio CANNAVARO,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),S,5,BJ�RNEBYE,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),S,5,Alessandro COSTACURTA,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),S,9,T.A. FLO,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),S,11,D. BAGGIO,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),S,15,Dan EGGEN,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),S,21,Vidar RISETH,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),N,1,Francesco TOLDO,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),N,2,Gunnar HALLE,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),N,6,Alessandro NESTA,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),N,11,MINI,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),N,8,Moreno TORRICELLI,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),N,12,Thomas MYHRE,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),N,13,Sandro COIS,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),N,13,Espen BAARDSEN,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),N,14,Vegard HEGGEM,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),N,16,Roberto DI MATTEO,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),N,16,J. FLO,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),N,18,R. BAGGIO,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),N,18,�STENSTAD,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),N,19,Filippo INZAGHI,,,,,,,,,
1024,8774,NOR,OLSEN Egil (NOR),N,19,Erik HOFTUN,,,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),N,22,Gianluigi BUFFON,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),S,1,TAFFAREL,GK,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),S,5,Javier MARGAS,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),S,4,J. BAIANO,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),S,6,Pedro REYES,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),S,6,ROBERTO CARLOS,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),S,9,Ivan ZAMORANO,C,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),S,8,DUNGA,C,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),S,10,RIVALDO,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),S,16,Mauricio AROS,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),S,19,CORNEJO,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,7,GIOVANNI,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),N,2,CASTA�EDA,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,11,EMERSON,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),N,4,Francisco ROJAS,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,12,C. GERMANO,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),N,7,Nelson PARRAGUEZ,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,13,Z� CARLOS,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),N,12,Marcelo RAMIREZ,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),N,13,NEIRA,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,15,A. CRUZ,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),N,15,Moises VILLARROEL,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,16,Z� ROBERTO,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,17,DORIVA,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,21,EDMUNDO,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),N,21,Rodrigo BARRERA,,,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),N,22,DIDA,,,,,,,,,
1024,8773,CHI,ACOSTA Nelson (URU),N,22,Carlos TEJAS,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),S,16,Fabien BARTHEZ,GK,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),S,3,Bixente LIZARAZU,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),S,4,GAMARRA,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),S,6,Youri DJORKAEFF,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),S,5,AYALA,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),S,7,Didier DESCHAMPS,C,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),S,8,Marcel DESAILLY,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),S,10,ACUNA,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),S,11,Pedro SARABIA,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),S,15,Lilian THURAM,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),S,20,David TREZEGUET,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),N,1,Bernard LAMA,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),N,3,RIVAROLA,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),N,2,Vincent CANDELA,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),N,6,Edgar AGUILERA,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),N,4,Patrick VIEIRA,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),N,10,Zinedine ZIDANE,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),N,12,ACEVAL,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),N,14,R. ROJAS,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),N,17,BRIZUELA,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),N,18,Frank LEBOEUF,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),N,18,Cesar RAMIREZ,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),N,19,Christian KAREMBEU,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),N,19,MORALES,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),N,21,Christophe DUGARRY,,,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),N,22,Lionel CHARBONNIER,,,,,,,,,
1024,8776,PAR,CARPEGIANI (BRA),N,22,Ruben RUIZ DIAZ,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),S,1,Peter RUFAI,GK,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),S,1,Peter SCHMEICHEL,GK,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),S,3,Celestine BABAYARO,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),S,4,Jes HOGH,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),S,5,UCHE,C,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),S,5,Jan HEINTZE,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),S,6,Taribo WEST,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),S,7,FINIDI,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),S,7,Allan NIELSEN,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),S,8,Mutiu ADEPOJU,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),S,12,Soren COLDING,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),S,15,Sunday OLISEH,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),S,20,IKPEBA,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),S,21,Martin JORGENSEN,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,2,Mobi OPARAKU,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),N,2,SCHJONBERG,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,12,OKPARA W.,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),N,9,Miklos MOLNAR,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),N,13,Jacob LAURSEN,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,14,Daniel AMOKACHI,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,16,Uche OKAFOR,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),N,15,Stig TOFTING,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,17,EGUAVOEN,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),N,16,Mogens KROGH,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,18,Wilson ORUMA,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),N,17,Bjarne GOLDBAEK,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,19,Ben IROHA,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,21,OKPARA G.,,,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),N,20,Rene HENRIKSEN,,,,,,,,,
1024,8775,NGA,MILUTINOVIC Bora (YUG),N,22,Abiodun BARUWA,,,,,,,,,
